name,gender,status,affiliation,faction,role,weapon,emotion,mission_count,location,rank,loyalty
William Bennett 43811,Male,Deceased,Continental,Crime Syndicate,Hitman,Rifle,Determined,61,Berlin,Elite,High
Matthew Cooper 43812,Female,Missing,High Table,Assassin,Enforcer,Rifle,Calm,196,Casablanca,Senior Agent,Absolute
Michael Foster 43813,Male,Active,Underworld,Security,Hitman,Unarmed,Neutral,57,New York,Master,Absolute
Jack Griffin 43814,Female,Active,Continental,Contractor,Operative,Unarmed,Focused,181,Casablanca,Master,High
Matthew Brooks 43815,Male,Deceased,High Table,Crime Syndicate,Enforcer,Rifle,Calm,138,Paris,Senior Agent,High
Ryan Carter 43816,Male,Inactive,Underworld,Handler,Hitman,Pistol,Calm,161,New York,Novice,Medium
Matthew Griffin 43817,Female,Inactive,Underworld,Assassin,Hitman,Shotgun,Determined,8,Tokyo,Senior Agent,High
Andrew Cooper 43818,Female,Deceased,Independent,Contractor,Hitman,Sword,Fearful,37,Paris,Agent,High
Alex Griffin 43819,Male,Inactive,Independent,Handler,Tracker,Knife,Calm,65,Berlin,Master,Medium
Oliver Bennett 43820,Male,Missing,Continental,Security,Bodyguard,Sword,Neutral,170,Paris,Elite,High
Lucas Collins 43821,Male,Inactive,Independent,Security,Manager,Unarmed,Fearful,219,Osaka,Elite,Medium
Henry Murphy 43822,Female,Active,Underworld,Security,Operative,Unarmed,Focused,86,Osaka,Senior Agent,Low
Andrew Stone 43823,Male,Active,Underworld,Handler,Hitman,Pistol,Neutral,112,Rome,Agent,Absolute
Andrew Ward 43824,Male,Deceased,Independent,Contractor,Enforcer,Knife,Calm,172,Berlin,Elite,Low
James Hunter 43825,Male,Inactive,Underworld,Contractor,Bodyguard,Unarmed,Neutral,141,New York,Novice,Absolute
Benjamin Reed 43826,Female,Deceased,Continental,Handler,Bodyguard,Shotgun,Determined,100,Osaka,Master,Medium
Daniel Murphy 43827,Female,Missing,Ruska Roma,Security,Operative,Knife,Neutral,49,Paris,Elite,Medium
Alex Murphy 43828,Female,Active,Ruska Roma,Assassin,Tracker,Sword,Fearful,96,Rome,Elite,Absolute
Jack Hayes 43829,Female,Deceased,Independent,Handler,Enforcer,Sword,Calm,96,Tokyo,Elite,Low
Thomas Murphy 43830,Male,Missing,Independent,Handler,Operative,Shotgun,Neutral,152,Tokyo,Elite,Absolute
Leo Stone 43831,Male,Missing,Independent,Contractor,Manager,Pistol,Focused,52,Casablanca,Elite,Low
Lucas Hayes 43832,Female,Missing,High Table,Security,Operative,Unarmed,Fearful,127,Prague,Novice,Medium
Benjamin Griffin 43833,Male,Missing,Ruska Roma,Assassin,Bodyguard,Pistol,Focused,185,Casablanca,Master,Medium
Benjamin Ward 43834,Female,Deceased,Continental,Contractor,Tracker,Knife,Calm,120,New York,Novice,Absolute
Lucas Bennett 43835,Female,Missing,Underworld,Handler,Bodyguard,Pistol,Determined,198,Prague,Elite,Absolute
James Reed 43836,Male,Missing,Independent,Contractor,Operative,Knife,Determined,158,Prague,Agent,High
Michael Reed 43837,Female,Deceased,Independent,Crime Syndicate,Tracker,Knife,Focused,73,Casablanca,Master,Medium
Leo Mitchell 43838,Female,Missing,Independent,Security,Enforcer,Knife,Calm,219,Prague,Senior Agent,Low
Jack Carter 43839,Female,Deceased,Underworld,Crime Syndicate,Manager,Shotgun,Calm,81,Casablanca,Elite,Low
Samuel Griffin 43840,Female,Active,Ruska Roma,Security,Operative,Knife,Neutral,224,New York,Agent,Absolute
Michael Hunter 43841,Female,Active,Continental,Crime Syndicate,Operative,Sword,Determined,101,Berlin,Agent,Low
Joseph Murphy 43842,Female,Inactive,Underworld,Assassin,Operative,Rifle,Calm,139,Tokyo,Agent,High
Noah Bailey 43843,Female,Inactive,Ruska Roma,Contractor,Enforcer,Knife,Fearful,110,Paris,Elite,Absolute
Ryan Hunter 43844,Female,Active,Underworld,Crime Syndicate,Tracker,Shotgun,Fearful,43,London,Elite,Absolute
Oliver Murphy 43845,Female,Inactive,Underworld,Assassin,Hitman,Unarmed,Focused,187,Osaka,Master,Absolute
Leo Carter 43846,Male,Missing,High Table,Handler,Enforcer,Unarmed,Fearful,135,Paris,Master,Low
Jack Ward 43847,Female,Missing,High Table,Security,Manager,Rifle,Neutral,228,Tokyo,Agent,Absolute
Jack Turner 43848,Female,Inactive,High Table,Handler,Bodyguard,Pistol,Focused,151,New York,Agent,Low
Samuel Parker 43849,Male,Deceased,Continental,Contractor,Tracker,Rifle,Determined,4,Osaka,Elite,Absolute
Alex Bennett 43850,Female,Deceased,Continental,Handler,Enforcer,Rifle,Focused,157,Tokyo,Master,High
Daniel Cooper 43851,Male,Active,Independent,Assassin,Tracker,Sword,Calm,116,London,Agent,Low
Joseph Carter 43852,Male,Deceased,Continental,Security,Manager,Unarmed,Calm,119,Rome,Senior Agent,Medium
Ethan Hayes 43853,Female,Active,Underworld,Handler,Enforcer,Shotgun,Calm,246,Osaka,Agent,Low
Noah Brooks 43854,Female,Inactive,High Table,Security,Operative,Pistol,Calm,105,Casablanca,Elite,Low
Andrew Stone 43855,Male,Inactive,Independent,Contractor,Hitman,Rifle,Fearful,52,Osaka,Senior Agent,Medium
Benjamin Foster 43856,Male,Missing,High Table,Handler,Enforcer,Unarmed,Determined,149,Tokyo,Elite,High
Jack Cooper 43857,Male,Missing,Continental,Contractor,Bodyguard,Pistol,Neutral,135,Rome,Agent,Low
William Turner 43858,Female,Active,High Table,Crime Syndicate,Bodyguard,Rifle,Determined,147,Prague,Agent,Absolute
James Stone 43859,Female,Deceased,Independent,Security,Operative,Rifle,Determined,29,Osaka,Senior Agent,High
Andrew Cooper 43860,Female,Missing,Continental,Contractor,Enforcer,Shotgun,Fearful,13,Casablanca,Agent,Medium
Oliver Bailey 43861,Female,Active,Underworld,Handler,Hitman,Pistol,Angry,21,Berlin,Senior Agent,Low
Ryan Cooper 43862,Female,Deceased,Independent,Crime Syndicate,Enforcer,Rifle,Calm,165,Osaka,Senior Agent,Medium
Alex Cooper 43863,Male,Missing,Continental,Assassin,Enforcer,Rifle,Neutral,131,Berlin,Agent,High
Michael Bailey 43864,Female,Active,Ruska Roma,Security,Tracker,Unarmed,Focused,123,Osaka,Novice,Low
Ethan Turner 43865,Female,Deceased,Ruska Roma,Crime Syndicate,Manager,Rifle,Focused,56,Tokyo,Elite,High
Henry Foster 43866,Male,Deceased,Underworld,Crime Syndicate,Hitman,Shotgun,Angry,18,Berlin,Senior Agent,Medium
Oliver Ward 43867,Female,Deceased,Underworld,Contractor,Manager,Pistol,Focused,222,Marrakesh,Agent,High
Andrew Hunter 43868,Female,Missing,Ruska Roma,Handler,Enforcer,Sword,Fearful,212,Casablanca,Elite,Medium
Thomas Turner 43869,Female,Active,Underworld,Contractor,Operative,Rifle,Neutral,223,New York,Elite,Low
Michael Bennett 43870,Male,Inactive,High Table,Assassin,Hitman,Sword,Focused,53,Osaka,Master,Absolute
Henry Bennett 43871,Female,Deceased,Underworld,Contractor,Bodyguard,Shotgun,Angry,173,Osaka,Elite,Low
David Hunter 43872,Female,Missing,High Table,Handler,Operative,Shotgun,Neutral,148,Casablanca,Novice,Absolute
Lucas Cooper 43873,Male,Missing,Independent,Security,Manager,Shotgun,Neutral,119,Osaka,Novice,Medium
Andrew Turner 43874,Male,Active,Independent,Contractor,Operative,Pistol,Determined,69,Prague,Senior Agent,Absolute
Andrew Parker 43875,Male,Inactive,High Table,Assassin,Hitman,Pistol,Focused,226,New York,Master,Low
Oliver Turner 43876,Male,Missing,Underworld,Crime Syndicate,Hitman,Shotgun,Angry,188,Osaka,Novice,Absolute
David Parker 43877,Female,Deceased,Continental,Handler,Operative,Shotgun,Neutral,228,Paris,Elite,Low
William Parker 43878,Male,Missing,High Table,Contractor,Manager,Sword,Focused,140,Berlin,Elite,Medium
Joseph Bennett 43879,Male,Deceased,High Table,Crime Syndicate,Operative,Knife,Focused,218,London,Master,Low
Daniel Hayes 43880,Female,Inactive,High Table,Contractor,Operative,Knife,Angry,113,Rome,Agent,Low
Daniel Bennett 43881,Female,Missing,Continental,Contractor,Tracker,Pistol,Angry,28,Casablanca,Senior Agent,Absolute
James Carter 43882,Female,Missing,Underworld,Handler,Tracker,Sword,Calm,150,London,Novice,Medium
Thomas Stone 43883,Female,Active,Ruska Roma,Assassin,Operative,Knife,Calm,159,Berlin,Novice,Absolute
Lucas Hayes 43884,Male,Deceased,Independent,Assassin,Enforcer,Sword,Neutral,97,Marrakesh,Master,Low
Joseph Brooks 43885,Male,Active,Continental,Assassin,Manager,Shotgun,Angry,232,Paris,Master,Low
Oliver Turner 43886,Male,Active,High Table,Assassin,Tracker,Pistol,Focused,13,New York,Senior Agent,Low
Joseph Mitchell 43887,Male,Deceased,Ruska Roma,Contractor,Tracker,Sword,Neutral,74,Prague,Novice,High
Henry Cooper 43888,Male,Inactive,Ruska Roma,Contractor,Hitman,Shotgun,Calm,115,Osaka,Master,Medium
Samuel Carter 43889,Female,Active,Ruska Roma,Handler,Manager,Unarmed,Calm,226,Paris,Senior Agent,Medium
Alex Ward 43890,Male,Deceased,Underworld,Contractor,Enforcer,Pistol,Determined,103,Rome,Elite,Absolute
Henry Parker 43891,Male,Missing,Continental,Contractor,Bodyguard,Pistol,Determined,9,New York,Agent,High
Samuel Parker 43892,Male,Missing,Independent,Handler,Manager,Sword,Neutral,235,Marrakesh,Elite,High
Ethan Carter 43893,Male,Inactive,High Table,Assassin,Hitman,Knife,Angry,64,Rome,Senior Agent,Low
Ethan Griffin 43894,Male,Active,Independent,Contractor,Enforcer,Knife,Focused,136,Osaka,Agent,Absolute
James Hayes 43895,Male,Missing,Underworld,Assassin,Tracker,Unarmed,Determined,86,Casablanca,Senior Agent,Low
Benjamin Murphy 43896,Male,Missing,High Table,Assassin,Manager,Knife,Calm,136,Casablanca,Senior Agent,Absolute
Benjamin Turner 43897,Male,Active,Continental,Security,Operative,Rifle,Fearful,63,London,Agent,High
Alex Stone 43898,Female,Missing,Underworld,Contractor,Bodyguard,Rifle,Fearful,7,Osaka,Elite,Absolute
Alex Brooks 43899,Female,Active,Underworld,Crime Syndicate,Tracker,Unarmed,Focused,219,Marrakesh,Master,Absolute
William Ward 43900,Male,Inactive,Independent,Handler,Enforcer,Sword,Calm,226,Rome,Novice,Medium
Matthew Morgan 43901,Female,Inactive,Continental,Handler,Hitman,Rifle,Calm,121,New York,Senior Agent,Absolute
Alex Murphy 43902,Female,Deceased,High Table,Assassin,Tracker,Knife,Determined,215,Casablanca,Elite,High
James Cooper 43903,Male,Missing,High Table,Assassin,Bodyguard,Pistol,Determined,175,Berlin,Novice,Medium
Ethan Carter 43904,Male,Active,Ruska Roma,Contractor,Bodyguard,Knife,Angry,113,Osaka,Senior Agent,Low
Daniel Carter 43905,Female,Missing,High Table,Assassin,Operative,Pistol,Neutral,15,Prague,Novice,Low
Alex Collins 43906,Male,Missing,Independent,Assassin,Manager,Shotgun,Calm,56,Casablanca,Master,Absolute
Michael Hunter 43907,Male,Active,High Table,Handler,Hitman,Shotgun,Focused,222,London,Elite,Low
Benjamin Cooper 43908,Male,Active,Ruska Roma,Assassin,Bodyguard,Knife,Angry,218,London,Novice,Medium
James Stone 43909,Male,Missing,Independent,Contractor,Hitman,Rifle,Determined,158,Rome,Novice,High
Oliver Stone 43910,Male,Deceased,Independent,Contractor,Bodyguard,Rifle,Neutral,202,Prague,Master,Low
Thomas Parker 43911,Female,Active,High Table,Contractor,Tracker,Knife,Determined,131,Rome,Novice,Low
Benjamin Brooks 43912,Male,Inactive,Independent,Assassin,Manager,Unarmed,Angry,2,Paris,Agent,High
Jack Walker 43913,Female,Inactive,Ruska Roma,Assassin,Bodyguard,Unarmed,Fearful,59,Marrakesh,Master,Low
Ryan Reed 43914,Female,Deceased,Independent,Crime Syndicate,Enforcer,Pistol,Determined,106,Berlin,Agent,Absolute
Alex Foster 43915,Male,Active,High Table,Assassin,Enforcer,Shotgun,Neutral,135,Tokyo,Master,Low
Joseph Parker 43916,Female,Deceased,Continental,Contractor,Manager,Pistol,Angry,185,Osaka,Master,Medium
Michael Brooks 43917,Male,Inactive,Ruska Roma,Handler,Enforcer,Sword,Calm,234,New York,Senior Agent,Low
Samuel Mitchell 43918,Male,Inactive,Continental,Security,Manager,Unarmed,Neutral,86,New York,Agent,Absolute
Alex Morgan 43919,Female,Missing,High Table,Security,Hitman,Shotgun,Fearful,62,Marrakesh,Agent,High
Alex Murphy 43920,Female,Deceased,Ruska Roma,Security,Enforcer,Shotgun,Fearful,55,Marrakesh,Agent,Medium
Jack Griffin 43921,Male,Active,Continental,Handler,Operative,Shotgun,Determined,137,Berlin,Master,Low
Benjamin Hayes 43922,Male,Active,High Table,Handler,Enforcer,Unarmed,Calm,52,Berlin,Novice,Low
Ryan Stone 43923,Male,Active,Ruska Roma,Contractor,Enforcer,Knife,Focused,120,London,Elite,Absolute
Michael Collins 43924,Female,Missing,Independent,Contractor,Bodyguard,Pistol,Angry,171,Osaka,Master,High
Henry Parker 43925,Male,Missing,High Table,Contractor,Enforcer,Rifle,Neutral,57,Berlin,Novice,Absolute
Michael Brooks 43926,Male,Deceased,Independent,Handler,Bodyguard,Pistol,Fearful,51,Paris,Senior Agent,High
James Ward 43927,Female,Active,Continental,Contractor,Enforcer,Knife,Neutral,28,Casablanca,Senior Agent,Medium
James Stone 43928,Female,Active,Underworld,Handler,Manager,Knife,Focused,74,Casablanca,Elite,Absolute
Daniel Cooper 43929,Female,Deceased,High Table,Security,Manager,Rifle,Neutral,220,London,Agent,Low
David Carter 43930,Female,Active,Continental,Assassin,Manager,Pistol,Calm,178,Marrakesh,Elite,Absolute
David Parker 43931,Female,Active,Underworld,Crime Syndicate,Hitman,Knife,Neutral,6,Osaka,Elite,Low
Noah Bailey 43932,Female,Missing,Continental,Crime Syndicate,Hitman,Knife,Fearful,129,Osaka,Agent,High
Thomas Bailey 43933,Male,Active,Continental,Contractor,Hitman,Knife,Fearful,215,Casablanca,Senior Agent,Low
Ethan Hayes 43934,Male,Active,Underworld,Assassin,Hitman,Pistol,Angry,134,Berlin,Agent,High
Henry Bennett 43935,Male,Deceased,Continental,Assassin,Bodyguard,Pistol,Fearful,160,Tokyo,Agent,Absolute
James Brooks 43936,Male,Active,Continental,Security,Manager,Pistol,Determined,169,Tokyo,Senior Agent,High
Noah Murphy 43937,Female,Deceased,Ruska Roma,Contractor,Tracker,Sword,Neutral,23,Prague,Agent,High
Andrew Walker 43938,Male,Missing,Independent,Handler,Enforcer,Unarmed,Fearful,31,Paris,Novice,Absolute
James Mitchell 43939,Male,Active,Underworld,Crime Syndicate,Operative,Shotgun,Focused,214,Prague,Agent,Low
Jack Parker 43940,Male,Inactive,Underworld,Security,Bodyguard,Knife,Neutral,222,Osaka,Agent,High
Samuel Brooks 43941,Female,Deceased,Independent,Assassin,Bodyguard,Unarmed,Focused,202,New York,Agent,Low
Leo Bennett 43942,Female,Active,Independent,Handler,Manager,Shotgun,Focused,51,Marrakesh,Novice,Low
Noah Stone 43943,Female,Inactive,Independent,Assassin,Bodyguard,Pistol,Fearful,248,Tokyo,Novice,Medium
Michael Bailey 43944,Male,Inactive,Independent,Handler,Operative,Sword,Calm,116,Tokyo,Senior Agent,Medium
Ethan Murphy 43945,Female,Deceased,Ruska Roma,Contractor,Manager,Sword,Calm,124,Marrakesh,Agent,Absolute
Benjamin Hunter 43946,Female,Active,Independent,Assassin,Bodyguard,Rifle,Focused,245,London,Agent,Low
William Griffin 43947,Female,Active,Continental,Security,Bodyguard,Unarmed,Determined,227,London,Senior Agent,Absolute
Noah Ward 43948,Female,Missing,Underworld,Security,Tracker,Rifle,Focused,74,Berlin,Agent,High
William Bennett 43949,Male,Active,Continental,Handler,Operative,Shotgun,Fearful,152,Casablanca,Elite,Absolute
Benjamin Turner 43950,Female,Active,Ruska Roma,Handler,Manager,Sword,Neutral,108,Prague,Elite,Low
Ethan Ward 43951,Male,Active,Ruska Roma,Handler,Bodyguard,Sword,Calm,112,Tokyo,Master,Medium
William Carter 43952,Female,Inactive,Continental,Contractor,Enforcer,Pistol,Calm,237,New York,Senior Agent,Absolute
James Hayes 43953,Female,Inactive,Continental,Handler,Operative,Rifle,Calm,49,Marrakesh,Elite,High
Leo Parker 43954,Female,Deceased,Independent,Handler,Manager,Shotgun,Focused,94,Prague,Senior Agent,Low
Benjamin Griffin 43955,Female,Deceased,Ruska Roma,Handler,Enforcer,Knife,Determined,15,Marrakesh,Agent,Absolute
David Hunter 43956,Male,Missing,High Table,Crime Syndicate,Operative,Shotgun,Angry,218,Berlin,Master,Low
Alex Hayes 43957,Female,Deceased,Underworld,Contractor,Operative,Pistol,Angry,201,Marrakesh,Master,Absolute
Michael Russell 43958,Male,Deceased,Continental,Security,Operative,Rifle,Neutral,145,Casablanca,Elite,High
Thomas Bailey 43959,Female,Missing,Independent,Contractor,Tracker,Knife,Determined,42,Casablanca,Agent,High
Ethan Collins 43960,Male,Inactive,High Table,Assassin,Operative,Unarmed,Fearful,155,Rome,Agent,Medium
David Mitchell 43961,Female,Active,Continental,Contractor,Hitman,Pistol,Calm,52,Prague,Agent,High
Matthew Morgan 43962,Male,Active,Continental,Handler,Manager,Knife,Calm,146,Berlin,Elite,High
Andrew Russell 43963,Male,Inactive,Ruska Roma,Handler,Manager,Unarmed,Determined,36,Berlin,Master,High
David Bailey 43964,Female,Active,Ruska Roma,Contractor,Tracker,Pistol,Angry,182,London,Novice,Low
Alex Parker 43965,Female,Deceased,Ruska Roma,Contractor,Enforcer,Unarmed,Fearful,141,Rome,Novice,Medium
Matthew Murphy 43966,Male,Active,High Table,Assassin,Operative,Unarmed,Calm,80,Rome,Novice,Absolute
Alex Cooper 43967,Male,Inactive,Independent,Crime Syndicate,Operative,Unarmed,Neutral,116,Casablanca,Elite,High
Henry Ward 43968,Female,Inactive,Independent,Assassin,Tracker,Shotgun,Determined,86,New York,Master,Medium
Henry Morgan 43969,Male,Active,Underworld,Crime Syndicate,Bodyguard,Unarmed,Neutral,107,Prague,Novice,Absolute
Oliver Stone 43970,Female,Missing,High Table,Assassin,Manager,Shotgun,Focused,155,Berlin,Agent,Medium
Leo Morgan 43971,Male,Inactive,Ruska Roma,Contractor,Tracker,Pistol,Neutral,32,London,Agent,Absolute
Noah Reed 43972,Male,Deceased,Continental,Assassin,Tracker,Shotgun,Angry,230,Tokyo,Novice,Low
Leo Griffin 43973,Male,Active,Underworld,Contractor,Tracker,Pistol,Determined,1,Casablanca,Novice,Absolute
Henry Walker 43974,Female,Missing,Continental,Contractor,Hitman,Pistol,Determined,203,New York,Elite,Medium
Lucas Turner 43975,Female,Active,High Table,Handler,Bodyguard,Rifle,Fearful,47,Berlin,Elite,Medium
Andrew Hunter 43976,Female,Inactive,Continental,Crime Syndicate,Manager,Shotgun,Calm,50,Tokyo,Elite,High
Oliver Turner 43977,Female,Deceased,Ruska Roma,Security,Operative,Pistol,Determined,121,Rome,Elite,Medium
David Mitchell 43978,Female,Missing,Ruska Roma,Contractor,Manager,Shotgun,Fearful,179,Rome,Master,High
William Parker 43979,Male,Active,Independent,Handler,Manager,Shotgun,Determined,56,Prague,Senior Agent,Medium
William Carter 43980,Male,Missing,Continental,Handler,Operative,Unarmed,Determined,124,Tokyo,Novice,High
Ryan Turner 43981,Male,Inactive,Ruska Roma,Assassin,Manager,Rifle,Determined,216,Rome,Novice,High
Henry Carter 43982,Female,Inactive,Ruska Roma,Assassin,Operative,Knife,Fearful,10,London,Elite,Low
Jack Walker 43983,Male,Active,High Table,Handler,Enforcer,Knife,Calm,194,Tokyo,Agent,Low
Michael Russell 43984,Female,Deceased,Continental,Security,Bodyguard,Pistol,Neutral,15,New York,Agent,Low
Lucas Cooper 43985,Male,Inactive,Ruska Roma,Crime Syndicate,Enforcer,Knife,Angry,53,London,Novice,Absolute
Benjamin Morgan 43986,Male,Inactive,Continental,Security,Enforcer,Unarmed,Determined,15,Prague,Senior Agent,High
Andrew Foster 43987,Female,Missing,Ruska Roma,Handler,Manager,Unarmed,Fearful,52,Prague,Elite,High
Noah Foster 43988,Male,Missing,Ruska Roma,Crime Syndicate,Operative,Rifle,Focused,237,Marrakesh,Master,Absolute
Daniel Turner 43989,Female,Missing,Independent,Crime Syndicate,Bodyguard,Knife,Neutral,151,Berlin,Master,Low
Benjamin Carter 43990,Male,Missing,Independent,Crime Syndicate,Manager,Rifle,Determined,158,Berlin,Senior Agent,Medium
Oliver Turner 43991,Male,Deceased,Ruska Roma,Assassin,Hitman,Unarmed,Neutral,113,London,Elite,Low
Alex Griffin 43992,Female,Deceased,Underworld,Contractor,Tracker,Sword,Angry,227,Tokyo,Master,High
Leo Reed 43993,Male,Deceased,High Table,Assassin,Manager,Shotgun,Calm,196,Osaka,Novice,Medium
Lucas Morgan 43994,Female,Missing,Continental,Handler,Hitman,Knife,Angry,16,Berlin,Agent,Medium
Daniel Stone 43995,Female,Deceased,Underworld,Assassin,Tracker,Rifle,Neutral,115,Rome,Elite,Medium
Jack Bailey 43996,Female,Inactive,Continental,Handler,Enforcer,Sword,Neutral,133,Tokyo,Novice,Low
Alex Parker 43997,Male,Missing,High Table,Assassin,Operative,Shotgun,Angry,65,Tokyo,Elite,High
Jack Bennett 43998,Female,Active,Independent,Contractor,Bodyguard,Sword,Angry,179,Casablanca,Senior Agent,Medium
Thomas Morgan 43999,Male,Active,High Table,Handler,Tracker,Knife,Fearful,46,Marrakesh,Agent,Medium
Thomas Cooper 44000,Female,Missing,Underworld,Security,Hitman,Pistol,Fearful,219,London,Master,High
James Bailey 44001,Male,Deceased,High Table,Crime Syndicate,Tracker,Unarmed,Determined,174,Rome,Agent,Absolute
Daniel Griffin 44002,Male,Missing,Independent,Crime Syndicate,Enforcer,Shotgun,Calm,0,Prague,Elite,Low
Benjamin Turner 44003,Male,Active,Independent,Crime Syndicate,Manager,Rifle,Determined,206,Osaka,Agent,Absolute
Jack Bennett 44004,Male,Inactive,Continental,Contractor,Tracker,Shotgun,Neutral,70,London,Master,Medium
Benjamin Walker 44005,Female,Active,Continental,Handler,Manager,Unarmed,Calm,237,Prague,Master,Absolute
Michael Walker 44006,Male,Deceased,Ruska Roma,Contractor,Enforcer,Rifle,Determined,200,Osaka,Senior Agent,Medium
William Hayes 44007,Male,Missing,Continental,Security,Bodyguard,Knife,Determined,137,London,Novice,Medium
Andrew Ward 44008,Female,Active,Independent,Security,Manager,Shotgun,Determined,182,Prague,Novice,Low
Andrew Stone 44009,Female,Inactive,Underworld,Crime Syndicate,Bodyguard,Sword,Calm,106,Tokyo,Agent,Low
James Foster 44010,Male,Deceased,Ruska Roma,Crime Syndicate,Enforcer,Sword,Calm,130,Tokyo,Master,Low
Ethan Brooks 44011,Male,Deceased,Underworld,Crime Syndicate,Hitman,Knife,Fearful,25,Paris,Master,High
Michael Morgan 44012,Male,Missing,High Table,Crime Syndicate,Bodyguard,Knife,Fearful,222,Tokyo,Novice,Medium
Benjamin Russell 44013,Female,Active,Independent,Contractor,Tracker,Pistol,Angry,54,Rome,Agent,High
Samuel Hunter 44014,Female,Deceased,High Table,Assassin,Tracker,Shotgun,Angry,171,London,Master,Medium
Jack Bennett 44015,Female,Inactive,Underworld,Security,Bodyguard,Unarmed,Fearful,54,Berlin,Master,Absolute
Daniel Walker 44016,Female,Active,Underworld,Security,Manager,Pistol,Focused,147,London,Master,Absolute
Benjamin Brooks 44017,Male,Active,Underworld,Handler,Enforcer,Pistol,Fearful,179,Rome,Elite,Absolute
Joseph Griffin 44018,Female,Deceased,Continental,Contractor,Operative,Rifle,Angry,204,Tokyo,Elite,High
Jack Turner 44019,Female,Active,Underworld,Crime Syndicate,Operative,Pistol,Fearful,51,Casablanca,Novice,High
David Parker 44020,Male,Missing,Underworld,Handler,Hitman,Rifle,Angry,115,Berlin,Master,Low
Andrew Brooks 44021,Female,Inactive,High Table,Crime Syndicate,Tracker,Sword,Focused,228,Prague,Master,Medium
Alex Walker 44022,Male,Missing,Underworld,Handler,Operative,Shotgun,Calm,184,New York,Agent,Medium
Andrew Reed 44023,Male,Inactive,Continental,Handler,Tracker,Shotgun,Focused,159,New York,Novice,High
James Reed 44024,Male,Missing,High Table,Contractor,Hitman,Unarmed,Calm,197,Berlin,Master,High
Ryan Parker 44025,Male,Missing,Continental,Handler,Bodyguard,Pistol,Calm,170,London,Senior Agent,Low
Michael Bailey 44026,Female,Inactive,Underworld,Crime Syndicate,Operative,Sword,Calm,250,London,Master,High
Lucas Reed 44027,Female,Deceased,Independent,Assassin,Bodyguard,Knife,Calm,104,Paris,Senior Agent,Medium
Oliver Griffin 44028,Female,Active,Underworld,Crime Syndicate,Operative,Sword,Focused,243,Prague,Agent,Low
Lucas Walker 44029,Female,Inactive,High Table,Security,Enforcer,Sword,Calm,59,Prague,Novice,Low
Michael Murphy 44030,Female,Inactive,Continental,Handler,Tracker,Shotgun,Neutral,181,Tokyo,Master,Low
Lucas Morgan 44031,Male,Missing,Continental,Handler,Hitman,Knife,Angry,52,Casablanca,Elite,Medium
Leo Cooper 44032,Male,Inactive,High Table,Assassin,Tracker,Pistol,Calm,71,Berlin,Novice,Medium
Ethan Bailey 44033,Female,Deceased,Continental,Assassin,Enforcer,Shotgun,Fearful,147,Casablanca,Novice,Low
David Reed 44034,Female,Missing,Independent,Security,Manager,Pistol,Focused,135,London,Elite,High
Matthew Hayes 44035,Female,Active,Continental,Contractor,Operative,Shotgun,Calm,202,London,Agent,Low
Henry Carter 44036,Female,Missing,Ruska Roma,Contractor,Tracker,Sword,Neutral,21,Paris,Novice,Absolute
David Russell 44037,Female,Missing,High Table,Assassin,Tracker,Knife,Fearful,106,Tokyo,Agent,High
Benjamin Hunter 44038,Male,Deceased,Ruska Roma,Security,Bodyguard,Rifle,Neutral,124,Marrakesh,Elite,High
Jack Collins 44039,Male,Inactive,High Table,Security,Operative,Shotgun,Angry,200,Berlin,Agent,High
Leo Mitchell 44040,Female,Missing,High Table,Crime Syndicate,Bodyguard,Shotgun,Focused,91,London,Senior Agent,High
Noah Russell 44041,Male,Inactive,High Table,Contractor,Enforcer,Knife,Calm,135,Tokyo,Novice,Low
David Carter 44042,Female,Inactive,Ruska Roma,Security,Hitman,Knife,Angry,63,Osaka,Novice,Medium
William Murphy 44043,Female,Missing,Ruska Roma,Assassin,Manager,Unarmed,Fearful,132,Berlin,Elite,Low
Samuel Griffin 44044,Female,Deceased,High Table,Security,Hitman,Sword,Calm,59,New York,Master,Medium
David Mitchell 44045,Male,Inactive,High Table,Security,Operative,Shotgun,Focused,3,Rome,Elite,High
Ethan Reed 44046,Female,Deceased,Ruska Roma,Handler,Manager,Sword,Neutral,50,Rome,Elite,Medium
Andrew Walker 44047,Female,Missing,Ruska Roma,Security,Bodyguard,Rifle,Fearful,70,Paris,Elite,High
Daniel Cooper 44048,Female,Inactive,Ruska Roma,Handler,Tracker,Rifle,Determined,55,Rome,Senior Agent,Absolute
Henry Reed 44049,Male,Active,Ruska Roma,Contractor,Manager,Pistol,Neutral,231,London,Agent,Low
Oliver Russell 44050,Male,Active,High Table,Contractor,Tracker,Rifle,Neutral,113,Casablanca,Senior Agent,Low
Jack Reed 44051,Male,Inactive,High Table,Handler,Manager,Knife,Determined,126,Casablanca,Master,Medium
Ryan Foster 44052,Female,Missing,Continental,Security,Hitman,Sword,Calm,43,Marrakesh,Agent,Medium
Noah Reed 44053,Male,Active,Underworld,Handler,Enforcer,Sword,Focused,164,Paris,Agent,Low
Oliver Mitchell 44054,Female,Deceased,High Table,Security,Enforcer,Pistol,Fearful,43,London,Master,Medium
Thomas Hunter 44055,Male,Missing,High Table,Crime Syndicate,Enforcer,Sword,Focused,189,Berlin,Elite,High
